iso3,country,un_region,r,g0,g0_year,vdem_year,delta_g_per_capita,total_deficit_usd,population,ind1_name,ind1_raw,ind1_yes,ind2_name,ind2_raw,ind2_yes,ind3_name,ind3_raw,ind3_yes,ind4_name,ind4_raw,ind4_yes,ind5_name,ind5_raw,ind5_yes,ind6_name,ind6_raw,ind6_yes,ind7_name,ind7_raw,ind7_yes,ind8_name,ind8_raw,ind8_yes,ind9_name,ind9_raw,ind9_yes
CRI,Costa Rica,Central America,0.8888888888888888,18587.1532203482,2026,2024,103.26196233526782,529724573.20331377,5129910.0,Existence of Legal Protections,2.348,Yes,Independent Judiciary,1.762,No,Law Enforcement Accountability,2.467,Yes,Protection Against Arbitrary Detention,0.954,Yes,Freedom from Torture and Inhumane Treatment,2.916,Yes,Civilian Protection in Conflict Zones,2.467,Yes,Access to Justice,0.954,Yes,Freedom of Expression and Whistleblower Protections,0.901,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=1.3% (thresh <=5% and <=10%)",Yes
MNG,Mongolia,Eastern Asia,0.5555555555555556,6750.6301157724,2026,2024,150.01400257272002,528767556.1002926,3524788.0,Existence of Legal Protections,0.04,No,Independent Judiciary,1.0715,No,Law Enforcement Accountability,3.06,Yes,Protection Against Arbitrary Detention,0.697,Yes,Freedom from Torture and Inhumane Treatment,0.393,No,Civilian Protection in Conflict Zones,3.06,Yes,Access to Justice,0.697,Yes,Freedom of Expression and Whistleblower Protections,0.703,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=100.0% (thresh <=5% and <=10%)",No
MRT,Mauritania,Western Africa,0.1111111111111111,2110.12036938187,2026,2024,93.78312752808311,484802030.5280353,5169395.0,Existence of Legal Protections,-1.113,No,Independent Judiciary,-1.5355,No,Law Enforcement Accountability,1.677,No,Protection Against Arbitrary Detention,0.088,No,Freedom from Torture and Inhumane Treatment,-0.63,No,Civilian Protection in Conflict Zones,1.677,No,Access to Justice,0.088,No,Freedom of Expression and Whistleblower Protections,0.597,Yes,Socioeconomic Conditions,"undernourish=8.7%, poverty=100.0% (thresh <=5% and <=10%)",No
BEN,Benin,Western Africa,0.5555555555555556,1485.38018885134,2026,2024,33.008448641140895,477392082.3649958,14462724.0,Existence of Legal Protections,0.033,No,Independent Judiciary,-0.2235,No,Law Enforcement Accountability,2.353,Yes,Protection Against Arbitrary Detention,0.82,Yes,Freedom from Torture and Inhumane Treatment,0.804,No,Civilian Protection in Conflict Zones,2.353,Yes,Access to Justice,0.82,Yes,Freedom of Expression and Whistleblower Protections,0.764,Yes,Socioeconomic Conditions,"undernourish=14.3%, poverty=100.0% (thresh <=5% and <=10%)",No
LIE,Liechtenstein,Western Europe,0.0,206780.590353385,2026,2024,10339.02951766925,418213743.9897212,40450.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
MWI,Malawi,Eastern Africa,0.3333333333333333,522.570393642547,2026,2024,17.419013121418235,377213710.9820646,21655286.0,Existence of Legal Protections,1.782,No,Independent Judiciary,1.014,No,Law Enforcement Accountability,0.971,No,Protection Against Arbitrary Detention,0.702,Yes,Freedom from Torture and Inhumane Treatment,1.366,No,Civilian Protection in Conflict Zones,0.971,No,Access to Justice,0.702,Yes,Freedom of Expression and Whistleblower Protections,0.79,Yes,Socioeconomic Conditions,"undernourish=21.4%, poverty=100.0% (thresh <=5% and <=10%)",No
NAM,Namibia,Southern Africa,0.5555555555555556,4413.12752211572,2026,2024,98.06950049146046,297163433.5936896,3030131.0,Existence of Legal Protections,1.685,No,Independent Judiciary,1.4060000000000001,No,Law Enforcement Accountability,2.327,Yes,Protection Against Arbitrary Detention,0.811,Yes,Freedom from Torture and Inhumane Treatment,1.195,No,Civilian Protection in Conflict Zones,2.327,Yes,Access to Justice,0.811,Yes,Freedom of Expression and Whistleblower Protections,0.845,Yes,Socioeconomic Conditions,"undernourish=18.1%, poverty=100.0% (thresh <=5% and <=10%)",No
MLT,Malta,Southern Europe,0.7777777777777777,43898.5781808597,2026,2024,487.7619797873303,277461938.91608346,568847.0,Existence of Legal Protections,1.451,No,Independent Judiciary,1.748,No,Law Enforcement Accountability,2.234,Yes,Protection Against Arbitrary Detention,0.904,Yes,Freedom from Torture and Inhumane Treatment,2.68,Yes,Civilian Protection in Conflict Zones,2.234,Yes,Access to Justice,0.904,Yes,Freedom of Expression and Whistleblower Protections,0.827,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.4% (thresh <=5% and <=10%)",Yes
MDV,Maldives,Southern Asia,0.3333333333333333,13379.3513577224,2026,2024,445.9783785907468,235386942.2418176,527799.0,Existence of Legal Protections,1.008,No,Independent Judiciary,1.0895000000000001,No,Law Enforcement Accountability,1.978,No,Protection Against Arbitrary Detention,0.706,Yes,Freedom from Torture and Inhumane Treatment,1.812,No,Civilian Protection in Conflict Zones,1.978,No,Access to Justice,0.706,Yes,Freedom of Expression and Whistleblower Protections,0.714,Yes,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
SLE,Sierra Leone,Western Africa,0.3333333333333333,806.654650417726,2026,2024,26.88848834725754,232370907.8437433,8642022.0,Existence of Legal Protections,0.794,No,Independent Judiciary,0.45499999999999996,No,Law Enforcement Accountability,1.077,No,Protection Against Arbitrary Detention,0.819,Yes,Freedom from Torture and Inhumane Treatment,0.924,No,Civilian Protection in Conflict Zones,1.077,No,Access to Justice,0.819,Yes,Freedom of Expression and Whistleblower Protections,0.848,Yes,Socioeconomic Conditions,"undernourish=24.1%, poverty=100.0% (thresh <=5% and <=10%)",No
MDA,Moldova,Eastern Europe,0.7777777777777777,7576.19589413326,2026,2024,84.17995437925848,202226009.4850189,2402306.0,Existence of Legal Protections,0.753,No,Independent Judiciary,2.125,Yes,Law Enforcement Accountability,2.668,Yes,Protection Against Arbitrary Detention,0.784,Yes,Freedom from Torture and Inhumane Treatment,0.958,No,Civilian Protection in Conflict Zones,2.668,Yes,Access to Justice,0.784,Yes,Freedom of Expression and Whistleblower Protections,0.806,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.1% (thresh <=5% and <=10%)",Yes
AND,Andorra,Southern Europe,0.0,49303.6491674336,2026,2024,2465.18245837168,201992120.27405876,81938.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
SWZ,Eswatini,Southern Africa,0.2222222222222222,3909.55892378182,2026,2024,152.03840259151522,188956671.5855921,1242822.0,Existence of Legal Protections,-1.542,No,Independent Judiciary,-0.2985,No,Law Enforcement Accountability,-1.003,No,Protection Against Arbitrary Detention,0.522,Yes,Freedom from Torture and Inhumane Treatment,-2.191,No,Civilian Protection in Conflict Zones,-1.003,No,Access to Justice,0.522,Yes,Freedom of Expression and Whistleblower Protections,0.105,No,Socioeconomic Conditions,"undernourish=14.7%, poverty=100.0% (thresh <=5% and <=10%)",No
ISL,Iceland,Northern Europe,0.8888888888888888,86040.5309851288,2026,2024,478.00294991738247,184751008.16076785,386506.0,Existence of Legal Protections,2.557,Yes,Independent Judiciary,2.138,Yes,Law Enforcement Accountability,3.161,Yes,Protection Against Arbitrary Detention,0.949,Yes,Freedom from Torture and Inhumane Treatment,3.64,Yes,Civilian Protection in Conflict Zones,3.161,Yes,Access to Justice,0.949,Yes,Freedom of Expression and Whistleblower Protections,0.897,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=100.0% (thresh <=5% and <=10%)",No
DJI,Djibouti,Eastern Africa,0.2222222222222222,3552.72335079222,2026,2024,138.16146364191968,161472342.11051166,1168722.0,Existence of Legal Protections,0.208,No,Independent Judiciary,0.0155,No,Law Enforcement Accountability,-0.27,No,Protection Against Arbitrary Detention,0.614,Yes,Freedom from Torture and Inhumane Treatment,-0.328,No,Civilian Protection in Conflict Zones,-0.27,No,Access to Justice,0.614,Yes,Freedom of Expression and Whistleblower Protections,0.365,No,Socioeconomic Conditions,"undernourish=12.9%, poverty=100.0% (thresh <=5% and <=10%)",No
BLZ,Belize,Central America,0.0,7681.24400583113,2026,2024,384.06220029155656,160181590.0000001,417072.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=7.0%, poverty=100.0% (thresh <=5% and <=10%)",No
LBR,Liberia,Western Africa,0.3333333333333333,851.497723870206,2026,2024,28.383257462340204,159310029.99999997,5612817.0,Existence of Legal Protections,-0.036,No,Independent Judiciary,1.222,No,Law Enforcement Accountability,1.357,No,Protection Against Arbitrary Detention,0.732,Yes,Freedom from Torture and Inhumane Treatment,1.506,No,Civilian Protection in Conflict Zones,1.357,No,Access to Justice,0.732,Yes,Freedom of Expression and Whistleblower Protections,0.845,Yes,Socioeconomic Conditions,"undernourish=35.5%, poverty=100.0% (thresh <=5% and <=10%)",No
BDI,Burundi,Eastern Africa,0.0,219.424830882698,2026,2024,10.9712415441349,154121653.36631662,14047786.0,Existence of Legal Protections,-1.119,No,Independent Judiciary,-1.8969999999999998,No,Law Enforcement Accountability,-1.898,No,Protection Against Arbitrary Detention,0.199,No,Freedom from Torture and Inhumane Treatment,-1.734,No,Civilian Protection in Conflict Zones,-1.898,No,Access to Justice,0.199,No,Freedom of Expression and Whistleblower Protections,0.164,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
MNE,Montenegro,Southern Europe,0.6666666666666666,13263.3281277699,2026,2024,221.05546879616503,137833611.18112883,623525.0,Existence of Legal Protections,1.305,No,Independent Judiciary,0.2565,No,Law Enforcement Accountability,2.868,Yes,Protection Against Arbitrary Detention,0.804,Yes,Freedom from Torture and Inhumane Treatment,2.271,Yes,Civilian Protection in Conflict Zones,2.868,Yes,Access to Justice,0.804,Yes,Freedom of Expression and Whistleblower Protections,0.843,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=100.0% (thresh <=5% and <=10%)",No
FJI,Fiji,Melanesia,0.5555555555555556,6425.74151715712,2026,2024,142.7942559368249,132625020.20602795,928784.0,Existence of Legal Protections,1.012,No,Independent Judiciary,0.5575,No,Law Enforcement Accountability,2.699,Yes,Protection Against Arbitrary Detention,0.86,Yes,Freedom from Torture and Inhumane Treatment,0.552,No,Civilian Protection in Conflict Zones,2.699,Yes,Access to Justice,0.86,Yes,Freedom of Expression and Whistleblower Protections,0.724,Yes,Socioeconomic Conditions,"undernourish=6.8%, poverty=100.0% (thresh <=5% and <=10%)",No
LCA,St. Lucia,Caribbean,0.0,14181.6303351598,2026,2024,709.08151675799,127453148.14814816,179744.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
CAF,Central African Republic,Middle Africa,0.1111111111111111,516.160999996036,2026,2024,22.940488888712714,122288634.71417198,5330690.0,Existence of Legal Protections,-1.461,No,Independent Judiciary,-0.807,No,Law Enforcement Accountability,-0.32,No,Protection Against Arbitrary Detention,0.224,No,Freedom from Torture and Inhumane Treatment,-0.429,No,Civilian Protection in Conflict Zones,-0.32,No,Access to Justice,0.224,No,Freedom of Expression and Whistleblower Protections,0.546,Yes,Socioeconomic Conditions,"undernourish=29.8%, poverty=100.0% (thresh <=5% and <=10%)",No
ATG,Antigua and Barbuda,Caribbean,0.0,23542.4526945578,2026,2024,1177.12263472789,110381143.7037037,93772.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
SMR,San Marino,Southern Europe,0.0,59879.7173015651,2026,2024,2993.9858650782558,101726657.73776388,33977.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
BTN,Bhutan,Southern Asia,0.3333333333333333,3831.32535494609,2026,2024,127.7108451648697,101086199.00827833,791524.0,Existence of Legal Protections,1.224,No,Independent Judiciary,1.046,No,Law Enforcement Accountability,1.666,No,Protection Against Arbitrary Detention,0.804,Yes,Freedom from Torture and Inhumane Treatment,1.237,No,Civilian Protection in Conflict Zones,1.666,No,Access to Justice,0.804,Yes,Freedom of Expression and Whistleblower Protections,0.715,Yes,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
GNB,Guinea-Bissau,Western Africa,0.1111111111111111,1007.74151728028,2026,2024,44.78851187912356,98595280.2021324,2201352.0,Existence of Legal Protections,0.543,No,Independent Judiciary,-0.20850000000000002,No,Law Enforcement Accountability,1.628,No,Protection Against Arbitrary Detention,0.351,No,Freedom from Torture and Inhumane Treatment,0.65,No,Civilian Protection in Conflict Zones,1.628,No,Access to Justice,0.351,No,Freedom of Expression and Whistleblower Protections,0.621,Yes,Socioeconomic Conditions,"undernourish=22.1%, poverty=100.0% (thresh <=5% and <=10%)",No
SUR,Suriname,South America,0.5555555555555556,6961.78955961526,2026,2024,154.7064346581169,98150558.04658376,634431.0,Existence of Legal Protections,0.67,No,Independent Judiciary,1.116,No,Law Enforcement Accountability,2.402,Yes,Protection Against Arbitrary Detention,0.892,Yes,Freedom from Torture and Inhumane Treatment,1.797,No,Civilian Protection in Conflict Zones,2.402,Yes,Access to Justice,0.892,Yes,Freedom of Expression and Whistleblower Protections,0.877,Yes,Socioeconomic Conditions,"undernourish=9.7%, poverty=100.0% (thresh <=5% and <=10%)",No
BRB,Barbados,Caribbean,0.7777777777777777,26544.8707282621,2026,2024,294.94300809180123,83311666.66666682,282467.0,Existence of Legal Protections,1.588,No,Independent Judiciary,2.2504999999999997,Yes,Law Enforcement Accountability,2.542,Yes,Protection Against Arbitrary Detention,0.846,Yes,Freedom from Torture and Inhumane Treatment,2.053,Yes,Civilian Protection in Conflict Zones,2.542,Yes,Access to Justice,0.846,Yes,Freedom of Expression and Whistleblower Protections,0.925,Yes,Socioeconomic Conditions,"undernourish=4.4%, poverty=100.0% (thresh <=5% and <=10%)",No
LSO,Lesotho,Southern Africa,0.3333333333333333,971.90771824829,2026,2024,32.39692394160967,75725315.15036911,2337423.0,Existence of Legal Protections,1.469,No,Independent Judiciary,1.5755,No,Law Enforcement Accountability,0.814,No,Protection Against Arbitrary Detention,0.824,Yes,Freedom from Torture and Inhumane Treatment,0.845,No,Civilian Protection in Conflict Zones,0.814,No,Access to Justice,0.824,Yes,Freedom of Expression and Whistleblower Protections,0.744,Yes,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
GRD,Grenada,Caribbean,0.0,11705.0902976658,2026,2024,585.25451488329,68595925.92592576,117207.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
COM,Comoros,Eastern Africa,0.1111111111111111,1662.75663312504,2026,2024,73.90029480555734,64044064.68675055,866628.0,Existence of Legal Protections,-0.335,No,Independent Judiciary,-0.492,No,Law Enforcement Accountability,-0.557,No,Protection Against Arbitrary Detention,0.131,No,Freedom from Torture and Inhumane Treatment,-0.684,No,Civilian Protection in Conflict Zones,-0.557,No,Access to Justice,0.131,No,Freedom of Expression and Whistleblower Protections,0.509,Yes,Socioeconomic Conditions,"undernourish=15.4%, poverty=5.1% (thresh <=5% and <=10%)",No
WSM,Samoa,Polynesia,0.0,5392.87761915762,2026,2024,269.643880957881,58787489.28255625,218019.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=3.6%, poverty=100.0% (thresh <=5% and <=10%)",No
VCT,St. Vincent and the Grenadines,Caribbean,0.0,11501.2265187188,2026,2024,575.0613259359401,57860370.370370544,100616.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=6.1%, poverty=100.0% (thresh <=5% and <=10%)",No
KNA,St. Kitts and Nevis,Caribbean,0.0,23960.6534357084,2026,2024,1198.03267178542,56119444.44444443,46843.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
GMB,Gambia,Western Africa,0.5555555555555556,871.340291776294,2026,2024,19.363117595028758,53441972.20486822,2759988.0,Existence of Legal Protections,1.423,No,Independent Judiciary,1.3895,No,Law Enforcement Accountability,2.658,Yes,Protection Against Arbitrary Detention,0.889,Yes,Freedom from Torture and Inhumane Treatment,1.832,No,Civilian Protection in Conflict Zones,2.658,Yes,Access to Justice,0.889,Yes,Freedom of Expression and Whistleblower Protections,0.821,Yes,Socioeconomic Conditions,"undernourish=16.8%, poverty=100.0% (thresh <=5% and <=10%)",No
SLB,Solomon Islands,Melanesia,0.3333333333333333,1933.55538435227,2026,2024,64.45184614507568,52798823.458353706,819198.0,Existence of Legal Protections,0.83,No,Independent Judiciary,1.494,No,Law Enforcement Accountability,1.844,No,Protection Against Arbitrary Detention,0.847,Yes,Freedom from Torture and Inhumane Treatment,1.715,No,Civilian Protection in Conflict Zones,1.844,No,Access to Justice,0.847,Yes,Freedom of Expression and Whistleblower Protections,0.818,Yes,Socioeconomic Conditions,"undernourish=20.0%, poverty=100.0% (thresh <=5% and <=10%)",No
CPV,Cabo Verde,Western Africa,0.6666666666666666,5192.48157325878,2026,2024,86.54135955431302,45423569.17878915,524877.0,Existence of Legal Protections,1.055,No,Independent Judiciary,1.2535,No,Law Enforcement Accountability,2.75,Yes,Protection Against Arbitrary Detention,0.747,Yes,Freedom from Torture and Inhumane Treatment,2.316,Yes,Civilian Protection in Conflict Zones,2.75,Yes,Access to Justice,0.747,Yes,Freedom of Expression and Whistleblower Protections,0.87,Yes,Socioeconomic Conditions,"undernourish=13.5%, poverty=100.0% (thresh <=5% and <=10%)",No
DMA,Dominica,Caribbean,0.0,10405.2787777582,2026,2024,520.2639388879101,34444074.07407408,66205.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=3.6%, poverty=100.0% (thresh <=5% and <=10%)",No
TLS,Timor-Leste,South-eastern Asia,0.6666666666666666,1331.9705130185,2026,2024,22.199508550308337,31093475.25688677,1400638.0,Existence of Legal Protections,0.97,No,Independent Judiciary,0.5865,No,Law Enforcement Accountability,2.748,Yes,Protection Against Arbitrary Detention,0.587,Yes,Freedom from Torture and Inhumane Treatment,2.254,Yes,Civilian Protection in Conflict Zones,2.748,Yes,Access to Justice,0.587,Yes,Freedom of Expression and Whistleblower Protections,0.821,Yes,Socioeconomic Conditions,"undernourish=18.7%, poverty=100.0% (thresh <=5% and <=10%)",No
TON,Tonga,Polynesia,0.0,5651.59373063157,2026,2024,282.5796865315785,29437738.84442719,104175.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
VUT,Vanuatu,Melanesia,0.5555555555555556,3410.77023167097,2026,2024,75.79489403713268,24843822.98280924,327777.0,Existence of Legal Protections,1.158,No,Independent Judiciary,1.9225,No,Law Enforcement Accountability,2.704,Yes,Protection Against Arbitrary Detention,0.963,Yes,Freedom from Torture and Inhumane Treatment,1.446,No,Civilian Protection in Conflict Zones,2.704,Yes,Access to Justice,0.963,Yes,Freedom of Expression and Whistleblower Protections,0.926,Yes,Socioeconomic Conditions,"undernourish=7.2%, poverty=100.0% (thresh <=5% and <=10%)",No
FSM,"Micronesia, Fed. Sts.",Micronesia,0.0,4166.00476748564,2026,2024,208.300238374282,23571254.97443375,113160.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
STP,Sao Tome and Principe,Middle Africa,0.4444444444444444,3490.56883486557,2026,2024,96.96024541293252,22837628.363580476,235536.0,Existence of Legal Protections,1.402,No,Independent Judiciary,1.066,No,Law Enforcement Accountability,1.759,No,Protection Against Arbitrary Detention,0.77,Yes,Freedom from Torture and Inhumane Treatment,2.932,Yes,Civilian Protection in Conflict Zones,1.759,No,Access to Justice,0.77,Yes,Freedom of Expression and Whistleblower Protections,0.871,Yes,Socioeconomic Conditions,"undernourish=17.4%, poverty=100.0% (thresh <=5% and <=10%)",No
MHL,Marshall Islands,Micronesia,0.0,7726.33668877794,2026,2024,386.31683443889705,14505424.499511706,37548.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
PLW,Palau,Micronesia,0.0,15610.8231931032,2026,2024,780.5411596551601,13811675.820098056,17695.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
KIR,Kiribati,Micronesia,0.1111111111111111,2288.63471423684,2026,2024,101.71709841052622,13682780.643987166,134518.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=4.1%, poverty=0.9% (thresh <=5% and <=10%)",Yes
SYC,Seychelles,Eastern Africa,0.8888888888888888,17858.8226383978,2026,2024,99.21568132443228,12040219.791445153,121354.0,Existence of Legal Protections,3.094,Yes,Independent Judiciary,2.08,Yes,Law Enforcement Accountability,2.52,Yes,Protection Against Arbitrary Detention,0.99,Yes,Freedom from Torture and Inhumane Treatment,2.309,Yes,Civilian Protection in Conflict Zones,2.52,Yes,Access to Justice,0.99,Yes,Freedom of Expression and Whistleblower Protections,0.921,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=100.0% (thresh <=5% and <=10%)",No
NRU,Nauru,Polynesia,0.0,13609.158837552,2026,2024,680.4579418776001,8129431.031611688,11947.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
TUV,Tuvalu,Polynesia,0.0,6344.7750188689,2026,2024,317.238750943445,3060084.99160047,9646.0,Existence of Legal Protections,,No,Independent Judiciary,,No,Law Enforcement Accountability,,No,Protection Against Arbitrary Detention,,No,Freedom from Torture and Inhumane Treatment,,No,Civilian Protection in Conflict Zones,,No,Access to Justice,,No,Freedom of Expression and Whistleblower Protections,,No,Socioeconomic Conditions,"undernourish=100.0%, poverty=100.0% (thresh <=5% and <=10%)",No
NOR,Norway,Northern Europe,1.0,86785.4334489176,2026,2024,0.0,0.0,5572279.0,Existence of Legal Protections,2.367,Yes,Independent Judiciary,2.8045,Yes,Law Enforcement Accountability,3.203,Yes,Protection Against Arbitrary Detention,0.97,Yes,Freedom from Torture and Inhumane Treatment,3.339,Yes,Civilian Protection in Conflict Zones,3.203,Yes,Access to Justice,0.97,Yes,Freedom of Expression and Whistleblower Protections,0.949,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.2% (thresh <=5% and <=10%)",Yes
LUX,Luxembourg,Western Europe,1.0,137781.681659123,2026,2024,0.0,0.0,677012.0,Existence of Legal Protections,3.312,Yes,Independent Judiciary,2.0085,Yes,Law Enforcement Accountability,2.317,Yes,Protection Against Arbitrary Detention,0.987,Yes,Freedom from Torture and Inhumane Treatment,2.909,Yes,Civilian Protection in Conflict Zones,2.317,Yes,Access to Justice,0.987,Yes,Freedom of Expression and Whistleblower Protections,0.959,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.1% (thresh <=5% and <=10%)",Yes
IRL,Ireland,Northern Europe,1.0,112894.953240805,2026,2024,0.0,0.0,5395790.0,Existence of Legal Protections,3.016,Yes,Independent Judiciary,2.266,Yes,Law Enforcement Accountability,2.876,Yes,Protection Against Arbitrary Detention,0.976,Yes,Freedom from Torture and Inhumane Treatment,2.938,Yes,Civilian Protection in Conflict Zones,2.876,Yes,Access to Justice,0.976,Yes,Freedom of Expression and Whistleblower Protections,0.976,Yes,Socioeconomic Conditions,"undernourish=2.5%, poverty=0.1% (thresh <=5% and <=10%)",Yes
